VR [mV]; IR [mV];
14;48;
14;110;
0;95703;
13;59;
13;57;
13;58;
13;57;
13;58;
13;59;
13;58;
13;58;
14;58;
14;58;
13;59;
13;58;
13;1;
13;3543;
13;58;
13;58;
13;58;
13;58;
14;57;
13;58;
13;57;
13;58;
13;56;
13;57;
13;54;
13;58;
13;57;
13;3;
12;115429;
13;54;
13;55;
13;55;
13;53;
13;59;
14;56;
13;55;
13;58;
13;58;
13;54;
13;58;
13;57;
13;3;
13;449;
13;58;
13;58;
14;58;
13;57;
13;57;
14;57;
13;57;
13;57;
13;58;
13;58;
13;57;
13;57;
13;57;
13;3;
0;356250;
14;59;
13;56;
13;59;
13;58;
13;58;
14;59;
13;58;
13;57;
13;59;
14;58;
13;60;
13;58;
13;0;
13;432;
1;7;
13;57;
13;60;
13;59;
13;59;
13;57;
13;58;
13;56;
13;58;
13;58;
13;56;
13;56;
13;57;
14;225;
0;275001;
13;55;
14;55;
13;56;
13;55;
13;55;
13;56;
13;54;
13;55;
13;57;
13;55;
13;57;
13;57;
13;0;
12;6951;
1;150007;
13;56;
14;58;
13;58;
13;55;
13;59;
13;56;
13;57;
13;58;
13;59;
13;59;
13;57;
13;48;
13;27;
0;384375;
13;59;
13;60;
13;57;
13;59;
13;57;
13;58;
14;57;
13;58;
13;57;
13;58;
13;59;
13;58;
13;0;
13;1803;
6;30;
13;60;
13;58;
13;60;
14;60;
13;60;
13;59;
13;60;
14;60;
13;57;
14;57;
13;56;
13;56;
14;115;
0;381250;
14;58;
13;56;
13;57;
13;56;
13;56;
13;56;
13;57;
13;55;
13;55;
14;58;
13;56;
14;55;
14;0;
12;114257;
6;200028;
13;57;
13;56;
13;56;
13;56;
13;57;
14;60;
13;57;
13;56;
13;57;
13;59;
13;57;
13;48;
13;27;
0;200001;
13;59;
13;57;
13;59;
13;57;
14;56;
13;58;
13;58;
13;57;
14;58;
14;58;
13;57;
13;56;
13;3;
0;232324;
14;59;
13;59;
13;59;
14;59;
14;58;
13;58;
14;58;
13;58;
13;57;
13;58;
14;57;
13;57;
13;60;
13;54;
0;101171;
13;56;
13;56;
14;57;
13;57;
13;56;
13;55;
13;53;
13;55;
13;57;
13;55;
13;54;
13;56;
13;0;
12;56079;
13;56;
13;56;
13;55;
14;56;
13;56;
14;57;
14;55;
13;57;
14;58;
13;59;
13;57;
13;58;
13;54;
13;54;
1;150007;
13;58;
13;57;
13;59;
13;60;
13;58;
13;58;
13;58;
13;59;
13;57;
13;59;
13;58;
13;59;
13;1;
12;29064;
13;59;
13;58;
14;59;
13;58;
13;58;
13;58;
13;58;
13;55;
13;58;
13;58;
13;57;
14;59;
13;48;
13;441;
0;389062;
13;59;
13;57;
13;57;
13;58;
13;58;
13;55;
13;56;
13;56;
13;58;
13;55;
13;54;
13;57;
13;7;
12;110009;
14;56;
13;55;
14;58;
13;57;
13;58;
13;59;
14;58;
13;58;
13;58;
13;58;
13;57;
13;57;
13;54;
13;432;
0;268750;
13;56;
13;58;
14;56;
13;58;
13;57;
13;57;
13;58;
13;59;
13;59;
14;59;
13;58;
13;58;
13;0;
13;13635;
13;57;
13;56;
13;56;
13;56;
14;58;
13;58;
13;58;
13;58;
13;57;
13;59;
13;57;
13;59;
13;48;
13;53;
0;29687;
13;58;
13;59;
13;58;
13;59;
13;55;
13;57;
14;58;
13;54;
13;56;
13;58;
13;58;
13;56;
13;0;
12;55883;
13;55;
13;55;
13;55;
13;56;
13;56;
13;56;
13;56;
14;55;
14;57;
13;55;
13;57;
13;56;
14;0;
14;450;
0;225000;
13;57;
14;60;
13;57;
13;59;
13;58;
13;58;
14;59;
14;58;
13;58;
13;59;
13;57;
13;58;
13;6;
13;6918;
14;56;
13;57;
13;56;
13;58;
13;58;
13;57;
13;59;
13;58;
13;60;
13;61;
13;59;
13;58;
13;48;
13;55;
0;137501;
14;57;
13;58;
13;57;
13;58;
13;58;
13;58;
13;57;
13;60;
13;56;
13;57;
13;56;
13;55;
13;6;
12;57080;
13;54;
13;56;
13;57;
13;57;
13;55;
13;56;
13;54;
13;55;
13;55;
13;57;
13;57;
13;55;
13;54;
13;109;
1;100007;
13;58;
13;57;
13;57;
13;56;
13;57;
13;57;
13;59;
13;57;
13;59;
13;57;
13;59;
14;58;
13;0;
12;113623;
13;60;
13;56;
13;57;
13;57;
14;57;
13;59;
13;56;
14;58;
13;57;
13;58;
13;58;
13;59;
13;48;
13;53;
0;343750;
13;58;
13;58;
13;58;
13;60;
13;59;
13;58;
13;57;
13;57;
14;58;
13;56;
13;57;
13;59;
13;0;
13;7040;
13;59;
14;57;
13;54;
13;55;
13;54;
13;54;
13;55;
14;56;
13;54;
13;55;
13;56;
13;56;
14;54;
13;56;
13;53;
14;58;
14;58;
13;59;
13;58;
14;56;
13;58;
14;58;
14;55;
13;57;
13;56;
13;57;
13;57;
13;1;
12;28320;
13;57;
13;58;
13;59;
13;57;
13;59;
13;59;
14;60;
13;58;
14;59;
13;58;
13;59;
13;60;
13;54;
13;14013;
0;100001;
13;59;
13;59;
13;59;
13;59;
13;58;
13;59;
14;61;
13;59;
13;58;
13;56;
13;58;
14;59;
13;13;
0;112500;
13;57;
13;55;
13;55;
13;56;
13;56;
13;57;
13;53;
14;56;
14;55;
13;54;
14;55;
13;53;
13;48;
13;54;
0;78125;
13;56;
13;55;
13;58;
13;59;
13;58;
13;59;
13;58;
13;57;
13;57;
13;57;
13;57;
13;57;
13;56;
0;107421;
13;56;
13;59;
13;58;
13;58;
13;58;
14;59;
13;58;
13;58;
13;59;
13;58;
14;58;
13;58;
13;0;
13;213;
0;375003;
13;58;
13;59;
13;59;
13;59;
13;59;
13;58;
13;59;
13;58;
13;60;
14;59;
13;57;
14;59;
14;55;
0;376562;
13;58;
13;58;
13;55;
13;56;
13;54;
13;54;
13;58;
13;55;
13;55;
13;55;
13;56;
14;57;
14;0;
13;6948;
3;300014;
13;57;
14;56;
13;57;
13;57;
13;57;
13;56;
13;58;
14;59;
13;58;
14;57;
13;58;
13;58;
13;112;
0;49609;
13;56;
13;57;
13;58;
13;58;
13;58;
13;59;
13;59;
13;58;
13;58;
13;58;
13;57;
