VR [mV]; IR [mV];
13;58;
13;60;
13;57;
13;58;
13;48;
13;55;
0;108984;
13;58;
13;57;
13;58;
13;58;
13;57;
13;57;
14;58;
13;54;
13;55;
13;56;
13;57;
13;57;
13;0;
0;226269;
1;250007;
14;57;
13;57;
13;57;
13;58;
13;56;
13;56;
13;59;
13;57;
13;55;
13;57;
13;57;
13;57;
13;54;
0;216406;
14;57;
13;58;
13;57;
13;58;
14;57;
14;59;
13;59;
13;56;
13;57;
13;58;
13;57;
13;59;
13;0;
13;3547;
13;58;
13;58;
13;59;
13;59;
13;56;
13;58;
13;60;
14;59;
13;59;
13;57;
13;60;
13;58;
13;57;
13;55;
0;162500;
13;59;
13;59;
13;58;
13;59;
13;60;
14;57;
13;60;
13;54;
13;58;
13;57;
13;57;
14;59;
13;1;
0;221582;
13;58;
13;56;
13;54;
14;58;
14;55;
13;56;
13;56;
13;57;
13;56;
13;54;
13;55;
13;57;
13;57;
13;54;
0;356250;
14;57;
13;57;
14;57;
13;57;
14;59;
13;59;
14;59;
13;57;
13;57;
13;58;
13;59;
14;57;
14;1;
12;113085;
13;57;
13;58;
13;58;
13;59;
13;57;
13;59;
13;59;
13;59;
13;58;
13;58;
13;59;
14;58;
13;54;
14;27;
0;93750;
14;58;
13;59;
13;58;
13;60;
13;58;
13;59;
13;60;
13;59;
13;60;
13;59;
13;59;
14;59;
13;0;
12;54809;
13;59;
14;59;
13;57;
13;58;
13;58;
13;56;
14;58;
13;57;
13;57;
14;57;
13;57;
14;57;
13;56;
13;441;
0;208593;
13;56;
14;55;
13;54;
13;56;
13;55;
13;55;
13;58;
13;57;
13;56;
14;57;
13;58;
13;58;
13;3;
0;58984;
14;59;
14;60;
13;59;
14;58;
13;58;
13;58;
13;55;
13;59;
13;58;
13;57;
13;59;
13;59;
14;0;
13;109;
1;100007;
13;58;
13;58;
13;58;
13;57;
13;58;
14;57;
13;58;
13;58;
13;56;
13;59;
13;58;
13;59;
14;1;
12;56811;
13;59;
13;58;
13;58;
13;59;
