VR [mV]; IR [mV];
13;59;
13;58;
14;0;
12;28637;
13;57;
13;58;
13;57;
13;59;
13;58;
13;57;
13;58;
13;58;
13;58;
13;59;
13;57;
14;57;
13;48;
13;54;
0;75001;
13;57;
13;57;
13;59;
14;59;
13;55;
14;60;
13;58;
13;58;
13;58;
13;58;
14;59;
13;57;
13;1;
13;3497;
14;60;
14;58;
13;56;
14;56;
13;59;
13;57;
13;57;
13;58;
13;58;
13;57;
13;58;
13;55;
13;54;
14;55;
0;105468;
13;54;
14;57;
13;56;
13;56;
13;56;
13;56;
13;56;
13;55;
13;56;
13;56;
13;57;
14;58;
13;3;
13;14007;
3;100014;
13;60;
13;58;
13;59;
13;58;
13;59;
13;60;
13;56;
13;58;
14;58;
13;59;
13;60;
14;54;
13;225;
0;37500;
13;58;
13;56;
13;58;
13;59;
13;58;
13;57;
13;58;
13;59;
13;61;
13;58;
13;61;
13;59;
13;0;
12;14343;
13;60;
13;57;
13;59;
13;60;
13;58;
13;58;
13;60;
13;58;
14;57;
13;59;
13;57;
13;56;
13;54;
14;225;
0;127734;
13;57;
14;56;
13;58;
13;55;
13;56;
13;58;
13;56;
13;54;
13;57;
13;56;
13;57;
13;58;
13;0;
13;3492;
13;58;
13;58;
14;59;
13;57;
13;57;
13;58;
14;57;
13;56;
13;57;
13;58;
13;59;
13;57;
13;0;
13;222;
0;340625;
14;56;
13;59;
13;58;
13;57;
14;60;
13;57;
13;59;
13;59;
13;57;
14;59;
13;57;
13;57;
14;3;
13;3448;
3;100014;
13;60;
13;59;
13;60;
13;57;
13;58;
13;58;
14;58;
13;56;
14;58;
14;56;
13;56;
13;0;
13;1766;
0;350001;
13;55;
13;55;
13;54;
13;54;
13;55;
13;55;
14;57;
14;57;
13;56;
13;56;
13;56;
13;59;
14;3;
12;115917;
14;57;
13;58;
13;59;
13;56;
13;58;
13;59;
13;59;
13;56;
14;58;
13;57;
13;57;
13;56;
13;0;
13;1759;
1;7;
13;61;
13;57;
13;58;
13;60;
14;56;
13;58;
14;58;
14;59;
13;59;
13;58;
13;58;
13;60;
13;0;
0;238281;
13;58;
13;57;
13;59;
13;59;
13;57;
13;57;
13;56;
14;60;
13;58;
13;57;
13;58;
13;59;
13;48;
13;113;
0;246093;
14;57;
14;56;
14;56;
14;57;
14;55;
13;54;
14;58;
14;56;
13;57;
13;56;
13;56;
14;57;
13;28;
13;3654;
13;59;
13;55;
13;56;
14;57;
13;57;
13;57;
13;58;
13;58;
13;59;
14;57;
14;58;
14;60;
13;59;
13;1728;
6;29;
13;59;
13;59;
13;58;
13;57;
13;57;
14;58;
13;59;
13;59;
14;58;
13;57;
14;59;
14;59;
13;0;
12;114306;
14;58;
13;58;
13;58;
13;61;
13;60;
13;59;
13;59;
13;60;
13;60;
13;59;
13;59;
13;58;
13;0;
13;56;
0;343750;
13;59;
13;58;
13;57;
13;54;
13;56;
13;56;
13;57;
13;55;
13;54;
13;56;
13;56;
13;59;
13;55;
0;179687;
14;58;
13;54;
13;57;
13;58;
13;57;
13;57;
13;57;
13;58;
13;59;
13;57;
14;59;
13;58;
13;54;
13;3605;
13;59;
13;59;
13;59;
14;60;
14;61;
13;56;
13;56;
14;59;
13;59;
13;57;
13;59;
13;58;
13;60;
13;13;
0;6250;
13;57;
13;60;
13;59;
14;59;
13;59;
14;60;
13;58;
13;60;
13;59;
13;59;
13;59;
14;59;
13;48;
13;55;
13;57;
13;58;
13;56;
13;56;
14;58;
13;55;
13;56;
13;57;
13;57;
14;56;
13;56;
13;55;
14;54;
13;27;
12;28564;
13;53;
13;57;
14;57;
13;58;
14;56;
13;58;
13;58;
13;59;
13;60;
13;58;
13;57;
13;58;
13;48;
12;7165;
0;50001;
13;58;
14;58;
13;58;
13;57;
13;59;
14;59;
13;58;
14;57;
13;58;
13;57;
13;56;
14;57;
13;1;
0;226953;
13;58;
13;56;
13;59;
13;59;
13;58;
13;59;
13;57;
13;58;
13;59;
13;59;
13;57;
13;59;
14;0;
14;111;
0;3;
13;59;
14;59;
13;60;
13;57;
13;58;
13;57;
13;56;
13;57;
13;56;
13;57;
13;57;
13;55;
13;14;
12;57202;
13;55;
13;56;
13;57;
13;57;
13;55;
13;57;
13;57;
13;58;
13;58;
14;58;
13;57;
14;57;
14;48;
13;3549;
0;175001;
13;56;
13;56;
13;57;
13;57;
13;59;
13;58;
13;60;
13;59;
13;58;
13;58;
13;59;
13;57;
13;1;
0;49609;
13;57;
13;60;
13;59;
13;58;
13;58;
13;58;
13;57;
13;56;
13;57;
13;58;
13;58;
13;59;
14;48;
13;13635;
3;200015;
13;59;
14;60;
13;59;
13;59;
13;58;
13;58;
14;57;
13;56;
13;58;
13;56;
13;55;
13;56;
14;13;
12;55859;
13;57;
13;57;
13;56;
13;54;
14;57;
13;54;
14;57;
13;57;
14;58;
14;56;
14;57;
13;57;
13;48;
13;7006;
13;57;
13;58;
13;55;
13;57;
13;57;
13;60;
13;58;
13;58;
13;58;
13;59;
14;60;
13;60;
13;57;
13;54;
0;85937;
13;59;
14;58;
13;58;
13;58;
13;59;
14;58;
13;58;
13;58;
14;58;
13;56;
13;58;
13;60;
14;48;
13;1773;
13;59;
13;60;
13;59;
14;60;
13;58;
13;59;
13;58;
13;57;
13;58;
13;57;
14;58;
13;56;
13;56;
14;55;
0;52539;
13;55;
13;56;
13;55;
13;58;
13;57;
13;55;
13;56;
13;55;
13;56;
14;56;
14;55;
13;55;
13;0;
13;109;
13;55;
13;55;
13;57;
13;57;
14;58;
13;57;
13;57;
13;59;
13;57;
13;58;
14;60;
14;58;
13;57;
13;13;
12;55590;
13;59;
13;57;
13;57;
14;58;
13;57;
13;58;
13;58;
13;58;
13;59;
13;59;
14;58;
14;58;
14;0;
13;3630;
1;200007;
13;61;
13;58;
13;57;
13;59;
13;61;
13;58;
14;58;
13;58;
13;58;
13;58;
13;55;
13;56;
13;13;
0;225488;
13;58;
13;57;
13;56;
13;57;
14;58;
13;56;
13;53;
13;55;
13;55;
13;56;
13;54;
13;53;
13;0;
12;27868;
13;56;
13;54;
13;57;
14;57;
13;56;
13;59;
13;58;
13;57;
13;57;
14;59;
13;58;
14;58;
13;57;
13;6;
0;354687;
13;60;
13;57;
13;58;
13;60;
14;58;
14;59;
13;60;
13;58;
13;56;
13;57;
13;58;
13;58;
13;0;
12;28308;
6;200028;
13;58;
14;56;
13;58;
13;61;
13;57;
14;59;
13;58;
13;59;
13;58;
13;59;
14;59;
13;0;
14;219;
0;215625;
13;60;
13;59;
13;57;
14;57;
13;59;
13;56;
13;58;
13;56;
13;56;
14;56;
13;57;
13;56;
13;0;
13;7095;
13;57;
13;56;
13;55;
13;55;
13;58;
14;57;
13;56;
13;57;
13;57;
13;58;
13;58;
13;56;
13;57;
13;55;
0;325003;
13;57;
13;59;
14;59;
13;59;
14;57;
13;57;
13;58;
13;58;
14;59;
13;56;
13;58;
13;58;
13;1;
13;14007;
6;28;
14;59;
14;58;
13;58;
13;58;
13;56;
13;57;
14;57;
13;56;
13;57;
13;58;
14;60;
13;0;
13;27;
0;40429;
13;59;
13;59;
13;59;
13;58;
13;58;
13;58;
13;59;
13;59;
14;57;
13;58;
13;58;
13;56;
13;0;
12;55590;
13;57;
13;57;
14;56;
13;55;
13;55;
13;54;
13;57;
13;57;
14;56;
13;56;
14;57;
13;57;
13;48;
14;14;
0;140625;
13;58;
13;57;
13;59;
13;59;
13;58;
13;59;
13;59;
13;59;
14;59;
13;58;
13;58;
13;58;
13;0;
13;3479;
6;28;
13;58;
13;58;
13;58;
13;59;
13;57;
13;59;
13;59;
13;58;
13;56;
13;58;
14;58;
13;48;
13;53;
0;55859;
13;59;
13;59;
13;59;
13;59;
14;59;
13;57;
13;59;
13;59;
13;59;
