VR [mV]; IR [mV];
14;59;
14;58;
13;61;
13;58;
13;57;
13;59;
14;60;
14;58;
13;59;
13;59;
13;58;
13;54;
13;3518;
6;28;
13;55;
13;56;
13;54;
14;56;
13;58;
13;55;
13;57;
14;56;
13;57;
13;56;
13;57;
14;56;
13;54;
12;28210;
13;59;
13;57;
13;57;
14;57;
13;59;
13;58;
13;59;
13;57;
13;57;
13;59;
13;56;
13;58;
13;54;
13;3738;
1;50007;
13;60;
13;60;
14;59;
14;58;
13;57;
13;58;
14;58;
13;57;
14;59;
13;56;
13;57;
13;58;
13;6;
0;398437;
13;58;
13;58;
13;58;
13;59;
14;59;
13;60;
13;58;
13;60;
13;58;
13;58;
13;56;
13;58;
13;0;
13;56;
0;275003;
13;55;
13;59;
13;58;
13;59;
13;58;
13;56;
13;57;
13;56;
13;55;
14;56;
13;56;
13;56;
13;54;
0;65625;
13;56;
13;54;
14;55;
14;56;
13;58;
13;56;
13;56;
13;57;
14;58;
14;59;
13;59;
14;56;
14;0;
13;3486;
13;57;
13;58;
13;57;
13;58;
14;58;
14;58;
14;58;
13;57;
14;58;
13;60;
13;57;
13;59;
13;59;
13;1;
0;222363;
13;58;
13;58;
13;59;
13;61;
13;57;
14;59;
13;58;
13;59;
13;59;
13;57;
14;58;
13;58;
13;0;
12;57202;
3;200014;
14;58;
14;60;
13;58;
14;59;
13;61;
13;58;
14;58;
13;57;
13;58;
13;56;
13;57;
13;55;
14;3;
0;106640;
14;57;
13;57;
13;55;
13;56;
13;56;
13;56;
13;56;
13;55;
13;58;
13;55;
14;57;
14;60;
13;0;
12;28051;
13;58;
13;57;
14;57;
13;57;
13;59;
13;58;
13;57;
13;58;
13;59;
13;58;
13;59;
13;57;
13;48;
13;58;
0;100003;
13;59;
13;58;
13;59;
14;58;
14;57;
13;58;
13;57;
13;58;
13;57;
13;58;
14;57;
13;56;
13;48;
13;7263;
13;60;
13;59;
14;59;
13;58;
13;59;
14;62;
13;59;
13;58;
13;60;
13;57;
13;59;
13;56;
13;56;
13;56;
0;275003;
13;58;
13;57;
14;60;
13;58;
13;56;
13;57;
13;57;
13;58;
14;55;
13;55;
13;55;
14;57;
13;0;
13;6921;
14;57;
13;55;
13;56;
13;57;
13;57;
13;57;
14;58;
13;56;
14;58;
13;60;
14;58;
13;58;
14;56;
13;6;
0;82812;
13;59;
13;58;
13;57;
13;59;
13;58;
13;58;
13;58;
13;59;
13;57;
13;57;
14;59;
13;59;
13;0;
12;0;
13;57;
13;59;
13;57;
13;57;
13;58;
13;58;
13;57;
13;60;
13;58;
13;59;
13;58;
13;59;
13;48;
13;56;
0;31250;
13;57;
13;59;
13;58;
14;59;
13;59;
14;58;
13;59;
14;58;
13;59;
13;58;
13;58;
13;56;
13;0;
13;1803;
3;200013;
13;54;
13;57;
13;56;
13;55;
14;53;
13;55;
14;56;
13;57;
13;55;
13;57;
13;59;
13;54;
13;878;
0;68750;
13;59;
13;57;
14;59;
13;58;
13;58;
13;59;
13;58;
13;58;
14;59;
13;59;
14;58;
13;58;
13;0;
0;223925;
14;60;
13;56;
14;59;
14;58;
13;59;
13;57;
14;59;
13;58;
13;57;
14;57;
13;58;
14;59;
13;54;
13;55;
0;387501;
13;60;
13;60;
13;60;
14;59;
13;59;
13;60;
14;61;
13;58;
14;59;
13;56;
13;60;
13;57;
13;0;
12;14025;
13;58;
14;59;
