VR [mV]; IR [mV];
13;57;
13;56;
13;56;
14;58;
14;57;
13;59;
13;58;
13;59;
13;60;
13;60;
13;57;
13;0;
13;53;
13;58;
13;58;
13;58;
13;58;
13;58;
14;56;
13;56;
13;58;
13;56;
13;57;
13;56;
13;56;
13;56;
13;14;
0;219628;
13;56;
13;55;
13;57;
13;55;
13;55;
13;58;
14;55;
13;56;
13;56;
13;57;
13;57;
13;57;
13;0;
13;55;
13;58;
13;58;
13;59;
13;57;
13;59;
13;59;
14;56;
14;59;
14;56;
13;57;
13;57;
13;57;
13;54;
13;13;
0;51171;
13;58;
13;58;
13;58;
13;58;
13;58;
13;58;
13;56;
13;58;
13;60;
13;57;
13;59;
14;61;
13;0;
13;107;
13;60;
13;58;
13;60;
13;59;
13;57;
13;56;
13;56;
13;58;
14;57;
13;57;
14;58;
13;56;
13;54;
13;0;
0;221875;
13;56;
13;54;
13;53;
13;56;
13;55;
13;55;
13;55;
13;56;
13;55;
13;57;
13;56;
13;58;
14;0;
13;445;
3;300014;
13;57;
13;58;
13;59;
13;58;
13;59;
13;59;
13;57;
13;56;
13;57;
13;58;
14;57;
14;58;
13;7;
0;224804;
13;58;
13;58;
13;58;
13;57;
13;57;
13;56;
13;56;
13;56;
13;57;
13;56;
13;56;
13;58;
13;0;
13;435;
0;1;
13;59;
13;57;
13;60;
13;58;
13;59;
13;58;
13;59;
13;59;
13;58;
13;56;
13;58;
13;57;
13;3;
12;114794;
13;56;
13;56;
13;56;
13;56;
13;57;
13;56;
14;56;
13;55;
13;56;
13;57;
13;54;
13;57;
13;48;
13;426;
13;57;
13;58;
13;57;
14;56;
13;58;
13;58;
13;57;
13;57;
13;58;
13;58;
13;58;
13;60;
14;57;
13;3;
0;62501;
13;57;
13;58;
13;58;
13;56;
13;58;
13;57;
13;58;
13;58;
13;56;
13;59;
13;55;
13;57;
13;0;
13;890;
13;58;
13;59;
13;58;
13;58;
13;58;
13;62;
13;60;
13;59;
13;59;
13;60;
13;59;
13;57;
13;55;
13;54;
0;312500;
13;56;
13;57;
13;56;
13;56;
13;56;
13;56;
13;56;
13;58;
13;54;
14;56;
13;55;
14;56;
13;0;
14;108;
1;200006;
13;58;
13;59;
13;56;
13;55;
13;54;
14;56;
13;58;
13;56;
13;57;
13;58;
13;58;
14;56;
13;108;
0;178125;
13;58;
13;57;
14;59;
13;57;
13;59;
13;58;
13;57;
13;58;
13;56;
13;58;
13;57;
13;57;
13;0;
12;112402;
13;57;
13;58;
14;57;
13;58;
13;57;
13;59;
13;58;
13;59;
13;58;
13;58;
13;58;
13;57;
13;61;
14;27;
12;113232;
14;58;
14;57;
13;56;
13;59;
13;58;
13;57;
14;59;
13;56;
13;54;
13;55;
13;57;
13;55;
13;0;
0;222949;
13;54;
13;55;
13;54;
13;54;
13;56;
13;55;
14;57;
13;57;
13;59;
13;55;
14;58;
13;57;
13;57;
13;13;
0;146875;
13;58;
13;57;
13;59;
14;57;
14;59;
13;57;
13;56;
13;57;
14;58;
13;57;
13;56;
13;59;
13;0;
13;3437;
13;56;
13;57;
13;59;
13;57;
13;57;
13;59;
13;57;
