VR [mV]; IR [mV];
13;58;
13;57;
14;59;
13;57;
13;56;
13;55;
0;375000;
14;58;
13;58;
14;59;
13;58;
13;59;
13;58;
13;58;
13;60;
13;60;
13;59;
14;60;
13;60;
13;0;
12;112402;
14;59;
13;59;
13;62;
13;60;
13;58;
13;59;
13;57;
13;58;
13;58;
13;58;
13;57;
13;58;
14;48;
14;56;
0;62500;
14;55;
13;52;
14;56;
13;56;
13;57;
13;55;
13;56;
13;58;
13;55;
13;57;
14;58;
13;58;
13;3;
12;6948;
1;50007;
14;58;
14;57;
13;57;
14;59;
13;57;
14;58;
14;58;
14;59;
13;59;
13;59;
13;59;
13;48;
13;27;
0;360937;
13;60;
13;59;
14;57;
13;59;
14;57;
13;59;
14;57;
13;58;
13;59;
13;58;
13;58;
13;57;
13;0;
12;56274;
13;58;
13;59;
13;60;
14;60;
13;59;
13;59;
13;60;
13;60;
13;59;
13;58;
13;58;
13;58;
13;54;
13;443;
0;300003;
13;56;
13;57;
13;58;
13;57;
14;57;
13;57;
13;56;
13;57;
13;55;
13;57;
13;57;
13;56;
13;0;
12;28552;
13;53;
14;58;
13;56;
13;58;
13;56;
14;58;
13;58;
14;56;
14;57;
14;58;
13;58;
14;58;
13;48;
13;13;
0;325003;
14;57;
14;58;
14;58;
14;58;
13;57;
13;58;
13;59;
13;58;
13;57;
13;59;
13;58;
13;56;
14;3;
0;132031;
13;57;
13;58;
13;58;
13;58;
13;57;
13;59;
13;58;
14;58;
13;57;
13;59;
13;59;
13;59;
13;57;
14;229;
13;59;
13;58;
13;60;
13;60;
13;60;
13;58;
14;58;
13;57;
13;57;
14;58;
13;57;
13;57;
13;55;
14;0;
12;28308;
13;56;
13;56;
13;56;
13;55;
13;56;
14;57;
13;58;
14;57;
13;57;
14;56;
13;57;
13;59;
13;0;
13;55;
0;65625;
13;58;
14;58;
13;58;
14;58;
14;57;
13;58;
14;58;
13;59;
13;58;
13;57;
13;60;
13;57;
14;0;
12;28479;
13;59;
13;57;
14;56;
13;59;
13;57;
13;58;
13;58;
13;59;
13;57;
14;58;
13;57;
13;58;
13;0;
13;53;
0;395312;
13;58;
14;61;
13;60;
13;59;
13;59;
14;60;
13;59;
13;59;
13;59;
13;59;
13;57;
13;58;
13;6;
12;28271;
13;58;
13;58;
13;57;
13;58;
13;58;
13;57;
13;56;
14;57;
13;56;
13;59;
13;57;
13;58;
13;0;
13;1769;
0;287501;
13;54;
13;56;
13;58;
13;58;
13;58;
14;59;
13;57;
13;58;
13;59;
14;59;
13;60;
13;58;
13;0;
12;110107;
13;59;
13;58;
13;57;
13;59;
14;58;
14;59;
13;58;
13;58;
13;57;
14;57;
13;57;
13;59;
13;0;
13;876;
1;200007;
13;58;
13;58;
14;59;
14;59;
13;59;
14;58;
13;60;
13;58;
14;58;
14;61;
13;59;
14;58;
14;0;
0;228417;
14;61;
13;59;
13;59;
13;58;
13;58;
13;60;
13;59;
14;61;
14;60;
13;58;
13;57;
13;57;
13;48;
14;222;
1;50007;
13;58;
13;56;
13;55;
13;55;
13;55;
13;57;
13;55;
13;56;
13;56;
13;57;
13;59;
13;57;
13;1;
0;334375;
13;57;
13;55;
13;58;
13;58;
13;56;
13;57;
13;58;
13;59;
