VR [mV]; IR [mV];
13;57;
13;58;
14;58;
13;57;
13;56;
13;54;
13;109;
0;390625;
13;59;
13;59;
14;59;
14;59;
14;57;
13;59;
13;58;
13;59;
13;57;
14;59;
13;59;
13;59;
14;3;
0;94531;
1;100007;
13;60;
13;57;
13;60;
13;58;
13;58;
14;59;
13;59;
13;57;
13;59;
13;60;
13;59;
13;48;
13;7;
3;200014;
13;58;
13;59;
13;57;
13;57;
13;58;
13;57;
13;56;
13;56;
14;57;
13;56;
13;56;
13;56;
14;0;
0;58203;
13;56;
13;55;
14;57;
14;55;
14;57;
13;59;
14;58;
13;56;
13;57;
13;58;
13;58;
13;59;
13;48;
13;223;
0;200003;
13;57;
13;59;
13;58;
13;56;
13;58;
13;57;
13;58;
13;59;
13;58;
13;58;
13;59;
13;60;
13;1;
0;93359;
13;59;
13;57;
13;57;
13;58;
14;57;
13;57;
13;57;
13;58;
14;60;
13;59;
13;59;
13;57;
13;48;
13;3587;
0;1;
13;58;
13;60;
13;58;
13;60;
14;60;
14;59;
13;59;
14;57;
13;58;
13;60;
13;58;
13;59;
13;0;
0;203125;
13;58;
13;56;
13;58;
13;57;
13;57;
13;57;
13;57;
13;57;
13;54;
13;57;
13;55;
13;56;
13;0;
13;1730;
14;54;
14;57;
13;54;
13;58;
13;56;
14;57;
13;57;
13;57;
13;58;
13;56;
13;57;
13;58;
13;58;
13;6;
12;110205;
13;60;
13;57;
13;59;
13;58;
13;58;
13;58;
13;56;
13;58;
13;57;
13;58;
13;59;
13;59;
14;48;
13;54;
6;29;
13;58;
13;59;
13;59;
13;61;
13;59;
13;58;
13;58;
13;60;
14;59;
14;59;
13;60;
13;58;
13;0;
0;232031;
13;59;
13;61;
13;59;
13;58;
14;59;
13;58;
13;55;
14;56;
13;59;
14;56;
13;56;
14;56;
13;48;
14;449;
3;300013;
13;56;
13;56;
13;56;
13;57;
13;55;
13;53;
13;58;
13;55;
14;57;
13;57;
13;56;
13;57;
14;1;
0;227050;
13;57;
13;56;
13;58;
13;58;
14;59;
13;59;
13;59;
14;57;
13;57;
13;58;
13;59;
13;58;
13;0;
13;3613;
0;387501;
13;60;
13;58;
13;59;
13;58;
13;58;
14;58;
13;59;
14;57;
14;57;
13;58;
13;58;
13;54;
13;0;
0;92968;
14;61;
13;57;
14;59;
13;59;
14;58;
13;59;
13;58;
14;61;
13;58;
13;58;
13;58;
14;60;
13;48;
13;894;
13;59;
13;57;
13;57;
13;54;
13;57;
14;58;
13;57;
13;56;
13;55;
13;58;
13;56;
13;56;
13;54;
