VR [mV]; IR [mV];
13;56;
13;59;
14;56;
13;58;
13;59;
13;48;
13;7000;
0;103125;
13;58;
13;58;
13;58;
13;56;
13;56;
13;59;
14;58;
14;57;
13;57;
13;57;
13;57;
13;59;
13;55;
0;227539;
13;59;
13;56;
13;59;
13;58;
14;58;
14;57;
13;58;
13;57;
13;57;
13;57;
14;60;
14;58;
14;0;
14;222;
1;250007;
13;59;
13;61;
13;60;
13;59;
13;58;
14;59;
14;58;
13;57;
13;59;
13;56;
13;57;
13;56;
13;55;
12;111328;
13;58;
13;55;
13;57;
13;57;
13;54;
13;56;
13;57;
13;57;
13;58;
13;55;
13;54;
13;58;
13;0;
13;109;
0;150003;
13;57;
13;57;
13;55;
13;57;
13;59;
13;58;
13;58;
13;58;
13;59;
13;59;
13;59;
13;58;
13;55;
0;111865;
13;57;
14;58;
13;59;
13;58;
13;58;
13;57;
13;59;
13;58;
13;58;
13;58;
13;57;
13;59;
13;0;
13;867;
13;59;
13;58;
13;60;
13;58;
13;58;
14;61;
13;59;
13;60;
13;58;
14;58;
13;60;
13;59;
13;48;
13;108;
0;98828;
13;58;
13;57;
14;57;
13;57;
13;55;
13;57;
13;58;
13;57;
14;55;
13;57;
13;56;
14;57;
13;48;
13;3485;
0;100001;
13;57;
13;58;
13;57;
13;57;
13;58;
13;56;
13;58;
13;58;
14;58;
13;59;
13;58;
13;58;
13;27;
0;306250;
13;56;
13;56;
14;59;
13;57;
13;58;
13;57;
14;60;
13;58;
13;58;
13;59;
13;58;
13;59;
13;0;
13;7095;
0;150003;
13;59;
13;58;
13;58;
13;59;
13;57;
13;57;
14;57;
13;59;
13;58;
13;57;
13;58;
13;59;
14;55;
0;246875;
13;58;
13;58;
14;59;
13;61;
13;57;
13;59;
13;57;
14;56;
13;57;
14;56;
14;54;
13;57;
13;0;
12;57080;
1;200007;
13;58;
14;57;
14;55;
13;54;
13;56;
13;56;
13;56;
13;56;
13;62;
13;56;
13;58;
13;48;
13;55;
0;44140;
13;60;
14;58;
14;58;
13;59;
13;55;
13;58;
13;58;
14;58;
13;58;
13;61;
14;58;
13;59;
13;0;
0;112207;
14;58;
14;58;
13;59;
13;57;
13;58;
13;58;
13;57;
13;58;
13;57;
14;59;
13;59;
13;58;
13;57;
13;108;
0;337500;
13;59;
13;59;
13;58;
13;60;
13;59;
13;57;
13;60;
14;58;
13;55;
13;61;
13;57;
13;58;
13;3;
13;7040;
14;60;
13;57;
13;57;
14;57;
13;57;
13;56;
14;55;
13;56;
13;53;
14;56;
13;55;
14;54;
13;57;
14;7;
0;15625;
13;53;
13;56;
13;57;
14;58;
13;57;
13;58;
13;57;
14;56;
14;58;
13;58;
13;58;
13;58;
13;3;
12;7113;
13;58;
13;59;
13;57;
13;60;
13;59;
13;57;
13;59;
13;58;
13;58;
14;58;
14;60;
13;58;
14;58;
13;218;
0;90625;
14;60;
14;59;
13;59;
13;59;
13;58;
13;58;
13;60;
13;57;
13;57;
13;61;
13;58;
13;59;
13;3;
12;56030;
14;58;
13;58;
13;58;
13;58;
13;55;
13;59;
13;58;
13;56;
13;59;
13;57;
13;59;
14;56;
14;48;
14;56;
6;200028;
13;57;
13;57;
13;56;
13;57;
13;55;
13;58;
13;57;
13;56;
13;56;
13;58;
14;56;
13;57;
13;0;
12;7000;
14;58;
13;58;
14;57;
14;58;
13;58;
13;57;
13;57;
13;57;
13;59;
13;59;
13;58;
13;59;
13;0;
13;54;
3;14;
14;58;
13;59;
13;59;
13;60;
13;60;
14;59;
13;59;
13;59;
13;58;
13;57;
14;60;
14;59;
13;0;
0;54687;
13;58;
14;60;
13;60;
13;59;
13;58;
13;60;
13;60;
13;58;
13;57;
13;58;
13;59;
14;56;
13;54;
13;220;
3;200014;
13;56;
13;56;
13;58;
13;58;
13;54;
13;56;
13;56;
13;55;
13;57;
13;57;
13;55;
14;55;
13;1;
12;14123;
13;58;
13;58;
13;57;
13;58;
13;57;
13;59;
14;59;
13;59;
13;56;
13;57;
13;58;
13;58;
13;59;
14;55;
1;7;
13;58;
13;57;
13;58;
13;57;
13;60;
13;58;
13;58;
13;57;
13;57;
13;58;
13;56;
13;57;
13;0;
0;334375;
13;60;
13;59;
14;58;
13;57;
14;57;
14;61;
13;58;
13;59;
13;58;
14;57;
13;59;
13;59;
14;0;
13;107;
0;65625;
13;59;
14;58;
13;60;
13;55;
13;57;
13;56;
13;58;
13;58;
13;56;
13;56;
14;55;
13;56;
13;0;
0;350000;
14;54;
13;55;
14;56;
13;56;
13;56;
13;55;
13;56;
13;58;
13;57;
13;58;
13;57;
13;55;
13;0;
13;7156;
0;178125;
13;59;
13;57;
13;59;
13;59;
13;58;
13;59;
13;57;
13;59;
13;59;
13;57;
13;58;
13;59;
13;1;
0;49414;
13;59;
13;57;
13;58;
13;58;
13;59;
13;58;
13;57;
13;57;
13;58;
13;59;
13;59;
13;60;
13;48;
13;893;
13;57;
13;60;
13;58;
13;59;
13;58;
13;59;
13;58;
13;59;
13;60;
13;58;
13;55;
14;57;
13;53;
13;1;
12;112695;
13;56;
13;55;
13;56;
13;57;
13;56;
13;56;
13;58;
13;56;
13;58;
13;57;
13;59;
13;59;
14;0;
13;218;
0;1;
13;57;
13;57;
13;56;
14;58;
13;57;
13;59;
13;58;
13;56;
13;57;
14;59;
13;60;
13;59;
13;55;
0;53320;
13;57;
14;57;
13;59;
13;58;
13;57;
13;58;
13;57;
13;59;
13;58;
13;58;
14;59;
13;57;
13;0;
13;54;
13;60;
13;59;
13;59;
13;59;
13;58;
13;60;
13;60;
14;59;
13;57;
13;58;
13;59;
13;55;
13;54;
13;0;
0;109375;
13;55;
13;56;
13;56;
14;56;
13;55;
13;56;
14;54;
14;56;
14;55;
13;55;
14;57;
13;56;
14;0;
13;109;
0;100003;
13;58;
13;56;
13;58;
13;57;
14;58;
14;57;
13;58;
13;57;
13;56;
13;58;
13;60;
14;57;
13;27;
12;55615;
13;58;
13;58;
13;59;
13;59;
14;59;
13;60;
13;58;
13;59;
14;61;
13;59;
13;60;
13;58;
13;48;
13;7208;
13;58;
14;60;
14;58;
14;57;
13;57;
13;57;
13;58;
13;56;
13;59;
13;60;
13;59;
13;59;
13;59;
13;54;
0;41601;
14;59;
14;60;
13;59;
13;58;
13;58;
13;57;
14;58;
13;57;
13;58;
13;57;
13;58;
13;54;
13;0;
12;55834;
13;55;
13;55;
13;56;
13;56;
13;57;
14;58;
13;55;
13;56;
13;57;
13;58;
13;57;
13;58;
14;57;
14;57;
1;300007;
13;57;
14;58;
14;59;
13;57;
13;57;
13;59;
13;60;
14;59;
13;59;
14;59;
14;59;
13;59;
13;0;
13;14428;
0;200003;
13;59;
13;60;
13;57;
13;58;
13;61;
14;58;
13;56;
13;58;
14;58;
13;58;
13;57;
13;48;
13;6;
0;187500;
13;59;
13;60;
13;59;
14;59;
13;58;
13;60;
13;57;
14;58;
13;56;
13;59;
14;57;
13;57;
13;0;
14;3588;
13;57;
13;56;
14;58;
13;56;
13;55;
14;54;
13;55;
13;56;
13;56;
13;55;
13;56;
14;59;
13;55;
13;55;
1;50007;
13;59;
13;56;
14;59;
13;58;
13;57;
13;59;
13;57;
14;58;
14;59;
13;58;
13;58;
13;58;
13;0;
12;56201;
13;57;
13;57;
13;59;
13;58;
13;59;
13;57;
14;59;
14;57;
13;57;
13;57;
13;57;
13;56;
14;59;
13;6;
1;100007;
13;57;
13;60;
13;58;
13;58;
13;59;
13;60;
13;58;
13;58;
13;59;
13;58;
13;59;
14;57;
13;13;
13;867;
3;100014;
14;57;
13;56;
13;58;
13;59;
13;58;
13;57;
13;56;
13;58;
14;56;
13;56;
13;57;
14;48;
13;54;
