VR [mV]; IR [mV];
13;58;
13;60;
13;56;
13;56;
13;58;
14;0;
13;3512;
13;59;
13;58;
13;58;
13;58;
13;56;
13;58;
13;58;
14;58;
13;57;
13;58;
13;59;
13;58;
13;58;
13;27;
1;150007;
13;58;
13;58;
13;59;
13;58;
13;59;
13;61;
13;59;
14;60;
13;58;
13;60;
14;58;
13;57;
14;0;
12;28735;
13;58;
14;59;
13;56;
13;57;
13;56;
13;57;
13;56;
14;54;
13;57;
14;57;
13;60;
13;56;
14;48;
13;112;
0;218750;
13;54;
13;56;
14;56;
13;56;
13;54;
13;58;
13;55;
13;58;
13;58;
13;57;
13;57;
13;57;
14;3;
13;7022;
13;56;
13;58;
13;58;
13;58;
13;60;
13;59;
13;58;
13;57;
13;58;
13;59;
14;58;
13;59;
13;56;
13;221;
0;46093;
13;59;
13;58;
13;57;
13;56;
13;58;
13;58;
13;58;
14;61;
13;57;
14;58;
14;57;
13;58;
13;1;
13;7025;
13;58;
13;59;
13;60;
13;60;
13;60;
13;59;
13;57;
13;61;
14;55;
13;58;
13;59;
13;55;
13;0;
13;54;
1;200006;
13;58;
13;54;
13;57;
14;58;
14;54;
13;57;
14;55;
13;57;
13;58;
13;57;
13;55;
13;57;
13;3;
0;45117;
13;56;
13;57;
13;59;
14;57;
13;57;
13;60;
13;58;
13;57;
13;57;
13;58;
14;59;
14;59;
13;48;
13;26;
0;50001;
14;57;
13;59;
13;59;
13;58;
13;58;
13;56;
13;60;
14;57;
13;57;
14;57;
14;57;
13;58;
14;0;
0;230859;
13;56;
13;58;
13;58;
14;61;
13;59;
13;59;
13;61;
13;58;
13;59;
13;58;
13;59;
13;59;
13;48;
14;54;
0;12501;
13;59;
14;59;
13;57;
13;57;
13;56;
13;56;
13;56;
13;57;
13;58;
13;55;
13;57;
13;54;
14;13;
0;113867;
14;57;
13;54;
13;55;
13;56;
14;57;
13;58;
13;58;
13;58;
14;60;
13;57;
13;59;
13;56;
13;54;
13;55;
3;300014;
14;57;
13;57;
14;58;
13;58;
14;58;
13;58;
13;57;
13;58;
13;57;
13;59;
13;58;
13;58;
13;13;
12;28906;
13;58;
13;59;
13;57;
13;56;
13;57;
13;58;
13;57;
13;57;
14;57;
13;56;
13;58;
14;56;
13;54;
13;27;
0;214062;
13;59;
13;57;
13;59;
13;58;
13;60;
13;59;
13;58;
13;59;
13;56;
13;58;
13;55;
13;58;
13;3;
13;3411;
13;58;
13;57;
13;54;
14;56;
13;55;
13;56;
13;55;
13;54;
13;55;
13;56;
13;56;
13;54;
13;57;
13;448;
0;225781;
13;56;
13;59;
13;57;
13;57;
14;58;
13;57;
13;58;
13;57;
13;58;
13;57;
13;58;
13;58;
13;0;
0;43554;
13;59;
13;59;
13;60;
14;57;
13;58;
13;58;
13;57;
13;58;
13;61;
13;59;
13;58;
13;59;
13;48;
13;444;
0;375000;
14;58;
13;59;
13;58;
13;60;
13;57;
13;60;
13;59;
13;58;
13;58;
13;59;
13;58;
13;58;
13;27;
12;57788;
13;59;
14;57;
13;58;
13;57;
13;56;
13;57;
13;58;
13;56;
13;58;
13;55;
14;55;
13;58;
13;0;
13;7058;
6;27;
13;54;
13;53;
13;55;
13;56;
13;59;
13;54;
13;58;
14;58;
13;57;
13;58;
13;57;
13;57;
13;0;
0;87890;
13;57;
13;58;
13;59;
13;56;
13;58;
13;57;
13;58;
13;59;
13;57;
13;58;
13;57;
13;58;
13;0;
14;110;
0;0;
13;58;
14;58;
13;59;
13;57;
13;58;
14;57;
13;59;
13;58;
13;60;
13;60;
13;59;
13;59;
13;3;
0;204687;
13;57;
13;58;
13;59;
13;58;
13;58;
13;57;
13;59;
13;59;
13;56;
13;58;
13;57;
13;58;
14;0;
13;1801;
6;28;
13;55;
13;55;
13;56;
13;58;
14;56;
13;56;
14;55;
13;57;
13;55;
13;57;
14;56;
13;56;
13;13;
0;94921;
13;58;
13;58;
13;58;
13;58;
14;58;
13;60;
13;56;
13;56;
13;57;
13;58;
13;57;
13;58;
13;48;
13;1761;
13;59;
14;58;
13;58;
13;58;
13;58;
13;57;
13;58;
13;58;
13;58;
13;58;
14;55;
13;59;
13;57;
14;26;
12;57373;
13;60;
13;57;
13;58;
13;57;
13;58;
13;60;
13;58;
13;60;
13;57;
13;59;
13;59;
13;57;
13;54;
13;218;
13;57;
13;59;
13;58;
13;55;
13;56;
13;57;
13;57;
13;56;
14;57;
13;56;
13;56;
13;57;
13;55;
13;0;
12;113085;
13;56;
13;57;
13;57;
13;56;
13;57;
13;55;
13;56;
14;56;
13;57;
13;60;
14;58;
13;55;
13;48;
14;110;
6;200029;
13;58;
13;58;
13;57;
13;59;
14;59;
13;58;
13;58;
14;57;
14;59;
13;59;
13;56;
13;59;
13;1;
0;227636;
13;58;
13;56;
13;57;
13;57;
13;58;
13;60;
13;60;
13;57;
13;60;
13;59;
13;59;
13;57;
13;57;
13;56;
6;30;
13;59;
13;59;
13;59;
13;58;
13;58;
13;58;
13;61;
14;60;
13;58;
13;55;
14;59;
13;56;
13;0;
0;228808;
13;55;
13;55;
13;57;
13;55;
14;55;
13;57;
13;56;
13;56;
13;56;
13;56;
13;57;
13;57;
14;0;
12;7077;
0;318750;
13;58;
13;56;
13;58;
13;58;
13;58;
13;56;
13;58;
13;58;
13;58;
13;57;
13;58;
14;57;
13;54;
0;375000;
14;59;
13;59;
13;58;
13;59;
13;57;
13;59;
14;59;
13;58;
13;57;
13;59;
13;59;
13;57;
13;0;
12;14276;
0;50003;
13;58;
13;57;
14;57;
13;58;
13;60;
13;58;
13;59;
13;58;
13;59;
13;58;
13;57;
13;58;
13;0;
0;283593;
13;57;
13;56;
13;57;
13;57;
14;57;
13;56;
13;55;
13;55;
13;56;
13;56;
13;56;
13;55;
13;0;
12;28430;
13;56;
13;55;
13;55;
13;58;
13;56;
13;55;
13;57;
13;59;
14;58;
14;57;
13;57;
14;57;
13;59;
13;13;
0;223437;
13;59;
13;57;
13;57;
13;58;
13;59;
13;59;
13;58;
14;57;
13;58;
13;59;
13;58;
13;58;
14;0;
12;27868;
3;100014;
13;58;
13;58;
14;58;
13;56;
13;58;
13;59;
13;60;
14;60;
13;57;
14;59;
13;59;
13;59;
13;55;
0;194531;
13;58;
13;59;
13;58;
13;59;
13;59;
13;58;
13;57;
13;56;
13;57;
14;59;
14;55;
13;57;
13;48;
13;432;
6;28;
13;56;
13;57;
13;55;
13;57;
13;55;
13;54;
13;57;
14;57;
13;57;
13;56;
14;57;
13;54;
13;56;
0;387500;
13;58;
13;59;
13;59;
14;59;
13;57;
13;57;
13;56;
13;59;
14;57;
13;58;
13;56;
13;57;
13;0;
13;14227;
7;30;
13;58;
13;58;
13;59;
14;57;
13;61;
13;57;
13;59;
13;56;
13;57;
14;58;
13;59;
