VR [mV]; IR [mV];
2525;1262;
2523;3446;
2520;5961;
2522;5039;
2525;2173;
2526;558;
2524;1553;
2521;4471;
2521;6102;
2523;4261;
2526;1341;
1601;312507;
2524;2324;
2521;5265;
2521;5769;
2525;161560;
2527;924;
2526;919;
2522;3426;
2520;2520;
2522;5162;
2525;2573;
2526;505;
2525;1542;
2522;4327;
2521;6196;
2523;4264;
2526;1427;
2526;497;
2524;2335;
2353;326582;
2520;6004;
2524;3614;
2527;555;
2526;80822;
2522;3235;
2520;5941;
2522;5446;
2525;2363;
2527;273;
2524;1357;
2521;3978;
2519;6168;
2523;4656;
2526;1705;
315;200085;
2524;2304;
2521;5082;
2521;5973;
2523;184924;
2527;1107;
2526;641;
2523;2971;
2520;5041;
2522;5646;
2525;2872;
2527;746;
2526;1306;
2522;4037;
2520;6152;
2523;4908;
2526;2035;
2526;702;
2524;2010;
1260;2497;
2520;5941;
2523;4010;
2527;1374;
2527;40425;
2524;2858;
2520;5775;
2522;5634;
2525;157;
2527;759;
2526;1235;
2522;3855;
2520;6180;
2522;4945;
2526;2126;
2526;498;
2525;1767;
2521;4789;
2520;6226;
2520;367578;
2527;1348;
2527;692;
2523;2478;
2519;40333;
2521;5845;
2524;3382;
2526;898;
2525;1049;
2522;3620;
2520;6005;
2522;5261;
2525;2396;
2527;656;
2525;1761;
2522;4474;
2521;6231;
2523;4539;
2526;1339;
2520;375878;
2524;2581;
2520;5375;
2521;5970;
2525;630;
2527;887;
2526;1035;
2522;3486;
2521;5982;
2522;5400;
2526;2737;
2527;475;
2525;1628;
2522;4476;
2521;6362;
315;200595;
2526;1746;
2527;564;
2524;2221;
2520;10082;
2521;6027;
2524;3721;
2526;1000;
2526;157;
2522;3316;
2520;6006;
2521;5627;
2524;2874;
2527;869;
2525;1408;
2522;4196;
2520;6351;
2523;4860;
2526;1894;
2515;204492;
2524;2156;
2521;5031;
2520;6233;
2524;10098;
2527;1425;
2525;643;
2523;3185;
2520;6142;
2521;5754;
2524;3102;
2526;849;
2525;1414;
2522;3957;
2520;6146;
78;175152;
2526;2127;
2527;570;
2524;2144;
2521;80691;
2521;6251;
2523;4352;
2527;1425;
2526;19;
2523;2911;
2521;5843;
2521;5790;
2525;3222;
2527;938;
2526;1289;
2522;3797;
2521;6017;
2522;5245;
2526;2267;
2363;100004;
2524;1948;
2521;4832;
2520;6237;
2523;10094;
2527;1534;
2527;696;
2523;2805;
2520;5568;
2521;6073;
2524;3381;
2526;889;
2525;1252;
2522;3835;
2520;6329;
2522;5544;
2525;2544;
2527;653;
2525;1811;
2521;161412;
2521;6249;
2523;4470;
2526;1886;
2526;5053;
2524;2631;
2520;5659;
2521;6171;
2524;3973;
2526;1240;
2526;1006;
2523;3557;
2520;6021;
2521;5607;
2525;2938;
2348;382813;
2525;1640;
2521;4582;
2520;6282;
2522;40359;
2526;2077;
2527;820;
2524;2339;
2521;3203;
2520;6169;
2524;3964;
2527;1275;
2526;886;
2523;3386;
2520;6144;
1260;202810;
2525;3097;
2527;994;
2525;1402;
2363;112533;
2520;6362;
2523;4855;
2526;2174;
2526;10111;
2524;2292;
2521;5024;
2521;6304;
2524;4232;
2527;1346;
2525;859;
2523;3146;
2521;6121;
2522;5883;
2524;3300;
157;125050;
2526;1354;
2523;4133;
2521;6350;
2514;331738;
2526;2350;
2527;607;
2525;2164;
2521;4726;
2521;6253;
2524;4410;
2526;1441;
2526;885;
2523;2935;
2521;5759;
2521;5916;
2523;3476;
2527;925;
2525;1382;
78;37625;
2520;6422;
2523;5351;
2525;2495;
2527;5054;
2525;1844;
2522;4765;
2521;6362;
2523;4590;
2526;1548;
2526;812;
2524;2807;
2521;5693;
2521;6010;
2524;3706;
2527;1238;
2526;1197;
2522;3635;
2520;6423;
2491;265237;
2525;2682;
2526;672;
2525;1752;
2522;630;
2520;6322;
2523;4692;
2526;1926;
2527;656;
2524;2457;
2521;5761;
2522;6132;
2524;3931;
2526;1265;
2526;986;
78;250103;
2520;6143;
2521;5733;
2525;3060;
2527;323460;
2525;1563;
2522;4584;
2520;6497;
2522;4707;
2526;1941;
2527;772;
2524;2437;
2520;5281;
2521;6242;
2523;4016;
2526;1399;
2525;998;
2523;3107;
2520;6154;
2520;329834;
2525;3111;
2526;959;
2525;1473;
2522;10091;
2520;6450;
2522;4972;
2526;2250;
2527;854;
2524;2174;
2521;5304;
2521;6281;
2524;4244;
2526;1549;
2525;1002;
315;100378;
2521;5815;
2521;5917;
2525;3585;
2491;399609;
2525;1412;
2522;3900;
2520;6215;
2522;4707;
2525;2401;
2527;732;
2524;1982;
2521;5048;
2520;6577;
2523;4559;
2525;1778;
2526;737;
2523;2907;
2520;5749;
2443;36724;
2524;3448;
2527;1096;
2526;887;
2522;20181;
2520;6392;
2522;5529;
2525;2520;
2526;686;
2525;1952;
2522;4861;
2520;6394;
2523;4695;
2526;1850;
2526;699;
315;350350;
2520;5791;
2520;5999;
2523;3707;
2515;194238;
2525;1038;
2522;3572;
2520;6279;
2522;2522;
2525;2903;
2526;779;
2526;1618;
2522;4435;
2520;6431;
2523;4741;
2526;2033;
2526;858;
2524;2646;
2521;5565;
1582;246923;
2524;3830;
2526;1323;
2525;915;
2523;161469;
2520;5920;
2522;5635;
2525;2935;
2527;78;
2524;1665;
2522;4324;
2520;6364;
2522;5095;
2526;2080;
2527;668;
2524;2399;
2521;5270;
2521;6295;
2523;4198;
2515;199414;
2526;902;
2523;3144;
2520;6110;
2522;80711;
2525;3229;
2526;850;
2525;1468;
2522;4104;
2521;6356;
2522;5139;
2526;2276;
2527;671;
2524;2095;
2521;4965;
78;125197;
2524;4421;
2526;1511;
2527;871;
2523;245933;
2520;5900;
2521;5981;
2524;3269;
2526;631;
2525;1248;
2523;4026;
2520;6298;
2522;5259;
2525;2458;
2527;733;
2524;2032;
2521;4958;
2520;6467;
2523;4471;
2348;334378;
2526;922;
2524;2747;
2520;5870;
2521;10083;
2524;3487;
2526;1096;
2526;1245;
2522;3520;
2520;6317;
2522;5468;
2525;2597;
2526;905;
2525;1907;
2521;4867;
2520;6309;
2523;4634;
2525;1845;
2526;729;
2514;278271;
2521;5493;
2520;6124;
2524;3693;
2527;157;
2526;1141;
2522;3541;
2521;6200;
2522;5633;
2525;2791;
2527;813;
2525;1587;
2522;4379;
2520;6490;
2523;4913;
2526;1836;
2527;653;
2523;2562;
2520;5452;
2520;90347;
2523;4032;
2526;1424;
2525;1004;
2522;315;
2520;6171;
2522;5698;
2524;3031;
2527;977;
2525;1403;
2522;4183;
2520;6286;
2522;5160;
2525;2195;
2526;560;
2442;313087;
2521;5200;
2521;6325;
2523;4288;
2526;10109;
2527;720;
2523;3047;
2520;6093;
2521;5920;
2525;3281;
2526;843;
2525;1291;
2522;4063;
2520;6500;
2522;5257;
78;25075;
2527;669;
2524;2286;
2522;4922;
2521;322638;
2523;4137;
2526;1611;
2526;669;
2523;2523;
2520;5874;
2521;5862;
2524;3520;
2526;1217;
2525;1295;
2522;3807;
2520;6249;
2522;5356;
2525;2559;
2526;678;
2363;250014;
2520;4777;
2520;6265;
2523;4291;
2526;161653;
2526;921;
2523;2660;
2520;5580;
2520;315;
2524;3641;
2527;977;
2525;1248;
2522;3608;
2520;6139;
2522;5561;
2525;2918;
2527;866;
2524;1712;
2521;4613;
2520;326538;
2523;4804;
2525;1674;
2527;664;
2524;630;
2520;5490;
2521;6209;
2524;3721;
2527;1178;
2526;977;
2523;3402;
2520;6150;
2522;5657;
2525;2926;
2527;813;
1582;393761;
2522;4355;
2520;6481;
2522;4769;
2526;93127;
2526;808;
2524;2467;
2521;5291;
2521;630;
2523;4077;
2526;1254;
2525;945;
2523;3163;
2519;6187;
2521;5835;
2525;3147;
2527;915;
2525;1334;
2521;4239;
2491;200784;
2522;5008;
2526;2127;
2526;752;
2523;80769;
2521;5133;
2520;6284;
2523;4199;
2526;1550;
2526;975;
2522;3075;
2520;5931;
2521;5759;
2525;3189;
2526;798;
2525;1243;
2522;3869;
2520;6237;
2522;5219;
2526;323326;
2526;669;
2524;1969;
2521;4801;
2520;630;
2523;4418;
2526;1738;
2526;819;
2523;2700;
2520;5734;
2521;6110;
2524;3307;
2526;921;
2525;1248;
2522;3755;
2491;206838;
2522;5506;
2525;2726;
2527;733;
2524;80790;
2522;4709;
2521;6239;
2522;4560;
2526;1466;
2527;891;
2524;2601;
2520;5698;
2520;6130;
2524;3719;
2526;809;
2526;1083;
2523;3591;
2520;6160;
2522;5440;
2491;352149;
2526;846;
2525;1714;
2522;4602;
2521;5042;
2522;4778;
2525;1920;
2526;726;
2524;2630;
2520;5409;
2520;6065;
2524;3773;
2526;1159;
2525;825;
2522;3290;
1260;203030;
2522;5559;
2524;2838;
2527;837;
2523;372009;
2521;4408;
2520;6433;
2523;4751;
2526;1263;
2526;565;
2524;2152;
2520;5234;
2520;6164;
2524;4119;
2527;1379;
2526;885;
2523;3082;
2520;5966;
2521;5784;
78;75097;
2527;983;
2525;1448;
2521;4201;
2519;322626;
2522;5132;
2525;2009;
2527;712;
2524;1962;
2521;4871;
2520;6377;
2523;4418;
2527;1606;
2525;821;
2523;3009;
2521;5618;
2521;5786;
2524;3326;
2526;935;
2348;240627;
2522;3872;
2520;6145;
2522;5231;
2525;315;
2526;527;
2524;1981;
2520;4943;
2520;6231;
2523;4548;
2526;1535;
2526;810;
2523;2864;
2520;5872;
2521;5987;
631;300874;
2526;931;
2526;1139;
2522;3599;
2520;90304;
2522;5346;
2525;2625;
2527;718;
2524;1760;
2522;4631;
2520;6239;
2523;4669;
2526;1879;
2526;707;
2524;2512;
2521;5472;
2521;6100;
2524;3614;
2526;1212;
2348;386720;
2523;3531;
2520;6158;
2522;5492;
2525;10102;
2527;889;
2524;1631;
2522;4496;
2520;6348;
2523;4696;
2526;1940;
2526;635;
2524;1905;
2520;5424;
2521;6416;
1601;331312;
2527;1426;
2526;1054;
2523;3147;
2520;362341;
2521;5857;
2525;3092;
2527;847;
2524;19;
2522;4123;
2520;6304;
2521;5021;
2525;2019;
2526;777;
2524;2169;
2520;5163;
2520;6269;
2524;4184;
2526;1338;
2443;16407;
2523;3166;
2521;5877;
2522;5791;
2525;10102;
2527;958;
2526;1278;
2523;4133;
2521;6252;
2523;5215;
2525;2332;
2527;592;
2524;2096;
2521;4901;
2521;6202;
2524;4258;
2527;1268;
2527;504;
2524;3089;
2520;363208;
2522;5804;
2525;3397;
2527;860;
2527;2525;
2522;3935;
2521;6300;
2522;5195;
2526;2346;
2527;705;
2526;1759;
2521;4799;
2521;5976;
2524;4728;
2527;1619;
1582;37506;
2525;2515;
2522;5579;
2522;5916;
2525;186077;
2528;1183;
2527;1032;
2524;3537;
2521;5488;
2523;5599;
2526;2663;
2528;709;
2525;1746;
2523;4417;
2521;6316;
2524;4711;
2528;1753;
2527;738;
2525;2583;
2520;330835;
2522;6221;
2525;3781;
2528;1117;
2528;5054;
2525;3258;
2521;6188;
2523;5511;
2526;2832;
2528;721;
2526;1569;
2523;4429;
2521;6236;
2523;4900;
2527;2070;
2527;548;
2525;2417;
2522;5276;
2522;6098;
2524;246437;
2528;1157;
2527;1030;
2524;3297;
2522;4726;
2522;5726;
2526;3017;
2528;855;
2526;1538;
2523;4164;
2521;6149;
2524;4982;
2527;2156;
2528;589;
2525;2110;
2363;3166;
2522;6171;
2525;4068;
2527;1374;
2527;10111;
2525;3030;
2521;5915;
2523;5998;
2526;157;
2528;960;
2526;1054;
2523;3880;
2521;6191;
2523;5213;
2527;2463;
2528;651;
2526;1885;
2522;4821;
2522;6414;
2514;280811;
2527;1504;
2528;867;
2525;2729;
2521;5043;
2522;5859;
2525;3395;
2528;877;
2527;989;
2523;3602;
2522;6323;
2523;5273;
2526;2401;
2528;757;
2526;1635;
1261;2307;
2521;6420;
2524;4512;
2527;1589;
2527;10110;
2525;2633;
2522;5808;
2522;6048;
2525;631;
2528;933;
2527;1035;
2523;3486;
2520;6228;
2523;5444;
2526;2629;
2528;718;
2526;1568;
2523;4179;
2521;6428;
2442;319142;
2527;1815;
2528;560;
2525;2487;
2522;40353;
2522;6078;
2524;3839;
2528;1159;
2527;880;
2524;3210;
2521;6141;
2522;5612;
2526;2899;
2528;740;
2526;1460;
630;301070;
2521;6264;
2524;4871;
2527;2021;
2526;377233;
2525;2306;
2522;5276;
2522;6159;
2525;157;
2527;1306;
2527;908;
2524;3094;
2520;6124;
2523;5722;
2526;3113;
2527;907;
2526;1428;
2523;4058;
2521;6223;
315;150633;
2527;2309;
2528;631;
2525;2009;
2522;161430;
2522;6188;
2524;4310;
2528;1378;
2528;39;
2524;2867;
2521;5764;
2523;6049;
2526;3366;
2528;895;
2527;1339;
2524;3886;
2521;6357;
2523;5258;
2527;2291;
2363;25003;
2525;1890;
2522;4839;
2522;6298;
2524;20194;
2527;1521;
2527;767;
2525;2635;
2521;5723;
2522;6029;
2525;3526;
2527;941;
2526;1181;
2524;3719;
2521;6209;
1261;202675;
2526;2517;
2528;707;
2525;1768;
2522;91391;
2521;6333;
2524;4660;
2527;1725;
2527;590;
2524;2647;
2522;5575;
2522;6163;
2525;3701;
2528;1135;
2527;882;
2524;3497;
2521;6058;
2523;5517;
2526;2843;
2515;220800;
2526;1602;
2523;4423;
2521;6358;
2524;10096;
2527;2048;
2527;716;
2525;2271;
2522;3203;
2521;6134;
2524;3839;
2527;1149;
2527;908;
2524;3379;
2521;6120;
157;125353;
2525;2875;
2528;866;
2526;1486;
2520;367492;
2521;6155;
2523;5017;
2527;2054;
2527;10112;
2525;2150;
2522;5089;
2522;6374;
2524;4055;
2528;1398;
2527;740;
2524;2817;
2521;6054;
2523;5820;
2525;3127;
2348;189845;
2526;1331;
2523;3933;
2521;6204;
2523;161516;
2526;2295;
2527;699;
2525;2097;
2522;4726;
2522;6218;
2524;4511;
2527;1521;
2527;870;
2524;2951;
2522;5868;
2523;5921;
2525;3436;
2527;988;
2527;1274;
2348;42195;
2521;6191;
2523;5163;
2527;2460;
2528;10110;
2525;1998;
2522;4903;
2521;6311;
2524;4620;
2527;1687;
2528;853;
2525;2669;
2521;5457;
2522;6028;
2525;3572;
1601;343764;
2527;984;
2523;3702;
2521;6230;
2520;337549;
2526;2699;
2528;791;
2526;1718;
2522;1261;
2522;6365;
2525;4378;
2528;1491;
2528;666;
2525;2652;
2521;5554;
2522;6063;
2525;3818;
2527;1195;
2527;968;
78;37606;
2521;5961;
2522;5574;
2526;2704;
2528;247331;
2526;1488;
2523;4332;
2521;6489;
2524;4726;
2527;1937;
2527;931;
2526;2302;
2522;5408;
2522;6045;
2525;3925;
2528;1170;
2527;794;
2524;3238;
2522;5992;
2514;264209;
2526;3025;
2528;989;
2526;1345;
2523;3203;
2521;6168;
2524;5144;
2527;2127;
2528;718;
2526;2155;
2522;5109;
2522;6338;
2525;4081;
2527;1311;
2527;932;
78;350094;
2521;5878;
2522;5755;
2525;3261;
2527;40452;
2526;1183;
2523;3918;
2521;6236;
2524;4726;
2527;2345;
2528;481;
2526;1945;
2523;4856;
2521;6329;
2524;4382;
2527;1476;
2528;666;
2524;2912;
2521;5815;
2353;43773;
2525;3566;
2527;910;
2527;1133;
2523;2523;
2521;6125;
2523;5357;
2527;2409;
2528;677;
2526;1823;
2523;4786;
2521;6151;
2524;4589;
2527;1906;
2528;697;
157;225159;
2521;5715;
2522;6095;
2526;3523;
2443;110547;
2526;1038;
2524;3483;
2522;6121;
2523;315;
2527;2791;
2527;869;
2526;1652;
2522;4504;
2522;6419;
2523;4794;
2527;1928;
2528;597;
2524;2515;
2522;5352;
2443;163677;
2525;3818;
2528;1125;
2528;949;
2524;10098;
2522;6104;
2522;5638;
2527;2764;
2528;831;
2526;1421;
2523;4135;
2522;6306;
2523;4879;
2527;2148;
2528;661;
2525;2294;
2522;4959;
2522;6286;
2525;4090;
2526;376123;
2527;915;
2524;3188;
2521;5787;
2523;5046;
2526;3149;
2528;880;
2526;1264;
2523;4061;
2522;6234;
2524;4951;
2526;2080;
2528;799;
2526;2092;
2522;4904;
157;350381;
2525;4419;
2528;1423;
2527;671;
2524;20203;
2522;5824;
2523;5683;
2526;3295;
2528;632;
2527;1200;
2523;3967;
2523;6072;
2524;5258;
2527;2412;
2528;673;
2526;1919;
2523;4959;
2521;6188;
2525;4367;
2353;290630;
2527;641;
2525;2737;
2522;5725;
2523;80722;
2525;3419;
2528;1030;
2527;1301;
2524;3525;
2521;6299;
2523;5310;
2526;2444;
2528;692;
2526;1816;
2523;4528;
2521;6404;
2524;4528;
2527;1619;
2527;636;
2520;340503;
2521;5550;
2522;6181;
2525;3699;
2527;316;
2527;1063;
2524;3255;
2521;6071;
2523;5488;
2526;2614;
2528;750;
2526;1717;
2523;4533;
2521;6209;
2523;4952;
78;12563;
2528;611;
2525;2334;
2522;5310;
2522;80722;
2525;3797;
2527;1070;
2527;1058;
2524;3134;
2521;5933;
2523;5680;
2527;2844;
2528;755;
2526;1543;
2523;4323;
630;301591;
2524;5060;
2527;2152;
2528;558;
2348;161722;
2521;5134;
2521;6221;
2525;4142;
2528;2527;
2527;724;
2525;3067;
2521;6140;
2522;5835;
2526;3252;
2528;851;
2527;1092;
2523;4012;
2522;6381;
2523;5242;
1263;201174;
2528;831;
2526;1968;
2522;5053;
2520;182458;
2525;4272;
2527;1510;
2527;932;
2524;2744;
2522;5627;
2522;5707;
2526;3368;
2528;940;
2527;1126;
2523;3955;
2522;6164;
2523;5410;
2526;2482;
2528;759;
2514;296386;
2523;4682;
2521;6445;
2524;4383;
2528;161782;
2528;661;
2525;2807;
2522;5535;
2522;5666;
2526;3589;
2527;998;
2527;1066;
2523;3590;
2522;6223;
2523;5471;
2526;2595;
2528;613;
2526;1745;
2523;4598;
2522;161417;
2524;4660;
2527;1615;
2527;754;
2525;10102;
2522;5488;
2522;6150;
2525;3848;
2527;1098;
2528;1022;
2524;3334;
2522;6135;
2523;5575;
2526;2697;
2528;813;
2527;1493;
2523;4317;
2522;6304;
2524;4829;
2528;161789;
2527;695;
2525;2456;
2522;5507;
2522;4726;
2525;3833;
2528;1331;
2527;881;
2525;3196;
2521;6024;
2523;5788;
2526;2978;
2528;888;
2526;1362;
2523;4107;
2520;329028;
2523;4905;
2527;2129;
2528;685;
2526;2525;
2522;5164;
2522;6164;
2525;4134;
2528;1306;
2528;849;
2525;2828;
2522;5917;
2522;5873;
2526;3513;
2528;848;
2527;1402;
2524;3914;
2522;6166;
2523;5151;
2527;323486;
2528;716;
2526;1954;
2523;5039;
2523;6407;
2525;4332;
2528;1454;
2528;818;
2525;2935;
2522;5725;
2523;5970;
2526;3460;
2529;937;
2527;1015;
2524;3713;
2514;264551;
2524;5383;
2526;2466;
2527;688;
2525;10101;
2522;4653;
2521;6301;
2523;4525;
2526;1601;
2526;711;
2525;2486;
2520;5645;
2521;5949;
2524;3623;
2527;913;
2525;970;
2523;3487;
2521;6127;
2522;5545;
2515;174903;
2527;840;
2525;1576;
2521;4569;
2521;10084;
2523;4816;
2526;1973;
2526;706;
2524;2441;
2521;5330;
2520;6295;
2524;3826;
2527;1196;
2525;785;
2523;3353;
1260;3073;
2522;5588;
2525;2801;
2527;859;
2525;20208;
2522;4136;
2520;6342;
2523;4894;
2527;1857;
2526;600;
2524;2310;
2521;5271;
2521;6177;
2523;3890;
2527;1143;
2526;908;
2523;3021;
2520;6007;
2522;5845;
2363;106273;
2526;801;
2525;1647;
2522;3927;
2520;10082;
2522;5095;
2526;2197;
2526;632;
2524;1572;
2521;5148;
2520;6123;
2523;4314;
2526;1337;
2527;815;
2523;3079;
630;1457;
2522;5988;
2525;3302;
2527;878;
2525;186883;
2523;4004;
2521;6092;
2522;5483;
2525;78;
2527;617;
2524;1852;
2522;4907;
2521;6311;
2523;4239;
2526;1665;
2526;697;
2524;2771;
2520;5767;
2521;6007;
157;100223;
2527;1034;
2525;1078;
2523;3653;
2520;322598;
2521;5231;
2525;2604;
2526;718;
2525;1582;
2521;4706;
