VR [mV]; IR [mV];
14;1;
13;56;
13;54;
13;56;
13;54;
13;55;
0;117187;
13;56;
13;55;
14;58;
13;55;
13;57;
13;59;
13;58;
13;57;
13;57;
14;58;
13;58;
13;58;
13;0;
12;7183;
3;300014;
13;58;
13;60;
13;58;
13;59;
13;55;
13;58;
13;60;
13;57;
13;58;
13;58;
13;57;
13;48;
13;6;
0;250003;
13;57;
13;57;
13;59;
13;59;
13;59;
14;57;
13;57;
13;58;
13;59;
13;58;
13;58;
14;58;
13;0;
12;7168;
6;27;
13;58;
13;56;
13;57;
13;59;
13;59;
13;56;
13;57;
13;55;
13;53;
13;55;
13;54;
14;54;
14;55;
0;395312;
13;55;
13;53;
13;57;
13;56;
13;56;
13;57;
13;57;
13;58;
13;57;
13;59;
13;58;
13;59;
13;1;
13;7266;
14;59;
13;56;
13;58;
13;58;
13;58;
13;58;
13;58;
13;56;
13;60;
13;56;
13;59;
13;59;
13;54;
13;6;
0;200001;
13;59;
13;56;
13;56;
13;57;
13;57;
13;59;
13;58;
13;58;
13;56;
14;59;
13;59;
13;59;
13;0;
12;7150;
1;100007;
13;57;
13;57;
13;57;
13;56;
14;56;
14;57;
13;58;
13;58;
13;56;
13;57;
13;55;
13;48;
14;225;
0;67187;
13;56;
13;56;
13;54;
13;53;
13;55;
14;56;
14;55;
13;56;
13;58;
13;55;
13;57;
13;55;
13;0;
12;6939;
13;58;
13;58;
13;56;
13;57;
13;57;
13;58;
13;57;
13;58;
13;58;
13;57;
14;56;
13;60;
13;54;
13;111;
1;50007;
13;57;
13;56;
14;57;
13;59;
13;56;
13;56;
14;59;
13;58;
13;57;
13;60;
13;57;
13;57;
13;0;
12;14105;
3;100014;
13;59;
13;59;
13;58;
13;58;
13;58;
14;62;
14;59;
14;58;
14;57;
13;57;
13;56;
13;54;
13;224;
0;275003;
13;54;
13;55;
13;59;
13;56;
13;56;
13;55;
13;56;
13;55;
13;55;
13;57;
13;58;
13;55;
13;0;
12;3494;
13;56;
13;59;
13;57;
13;58;
14;57;
13;58;
13;56;
13;57;
13;57;
13;59;
13;59;
13;59;
13;48;
13;6;
1;350007;
13;57;
13;56;
14;60;
13;58;
13;58;
13;59;
13;58;
13;57;
13;58;
13;57;
14;60;
13;58;
13;0;
13;7211;
13;58;
13;59;
13;58;
14;59;
13;59;
14;60;
13;59;
13;58;
13;55;
13;59;
13;59;
13;58;
13;0;
13;13;
0;343750;
13;55;
13;55;
13;55;
13;56;
13;56;
14;56;
13;55;
13;56;
13;54;
13;54;
13;55;
13;56;
13;0;
12;111083;
7;28;
14;55;
13;58;
13;57;
13;58;
13;58;
13;58;
13;59;
13;56;
13;58;
13;57;
13;58;
13;0;
13;54;
3;200014;
13;58;
13;57;
13;56;
13;59;
14;58;
14;59;
13;59;
13;57;
13;58;
13;58;
13;56;
13;56;
13;0;
0;115039;
13;59;
13;57;
13;59;
13;58;
13;59;
13;57;
13;58;
13;58;
13;60;
13;57;
13;59;
13;58;
13;0;
13;1768;
1;250006;
14;57;
13;57;
13;55;
13;55;
13;54;
14;53;
13;54;
13;53;
13;53;
13;56;
13;55;
13;55;
13;3;
12;27746;
13;55;
13;54;
13;56;
13;54;
13;56;
13;57;
13;57;
13;57;
13;58;
13;59;
13;59;
13;56;
13;57;
13;56;
6;29;
13;58;
13;56;
13;57;
13;58;
13;57;
13;58;
14;56;
13;58;
13;57;
13;58;
13;55;
13;56;
13;0;
13;7110;
13;58;
13;57;
13;59;
13;60;
13;58;
13;59;
13;62;
13;57;
13;55;
13;59;
13;58;
13;57;
13;54;
13;875;
0;287501;
13;56;
13;58;
13;57;
13;57;
13;59;
13;56;
13;55;
13;56;
13;57;
13;56;
13;54;
13;56;
13;0;
0;224804;
13;54;
13;54;
13;56;
13;56;
13;54;
13;56;
13;55;
13;56;
13;57;
14;58;
13;55;
13;59;
14;54;
13;55;
0;340625;
13;58;
13;59;
14;57;
13;56;
13;56;
13;58;
13;61;
13;57;
13;59;
13;58;
14;56;
13;58;
14;0;
12;55273;
0;0;
13;58;
13;57;
13;59;
13;58;
13;56;
13;59;
13;58;
13;57;
13;59;
14;60;
13;58;
14;0;
13;56;
0;118750;
13;60;
13;59;
13;59;
13;59;
13;58;
13;57;
13;55;
13;57;
13;58;
13;57;
13;54;
13;54;
13;27;
0;219433;
14;55;
13;57;
13;55;
13;54;
13;56;
14;54;
13;55;
13;57;
13;56;
14;57;
13;56;
13;57;
14;0;
13;54;
14;58;
13;58;
13;56;
13;59;
13;57;
13;57;
13;60;
13;58;
13;58;
13;57;
13;58;
13;59;
13;60;
13;0;
12;6994;
6;28;
13;59;
13;56;
13;57;
14;56;
13;59;
13;57;
13;56;
13;57;
13;58;
13;60;
13;58;
13;0;
13;219;
0;237501;
13;58;
13;59;
13;59;
14;58;
13;59;
13;59;
13;57;
13;57;
13;58;
13;57;
13;56;
14;57;
13;13;
0;227734;
13;54;
13;54;
13;55;
13;53;
13;58;
13;54;
13;55;
13;56;
13;55;
13;53;
13;58;
13;56;
13;0;
13;863;
1;250007;
13;57;
13;59;
13;58;
13;60;
13;56;
13;60;
13;57;
13;58;
13;58;
13;58;
14;56;
13;56;
13;27;
12;7019;
13;58;
13;58;
13;56;
13;58;
14;57;
13;58;
