VR [mV]; IR [mV];
13;58;
13;57;
13;6;
0;118750;
14;58;
13;58;
13;57;
13;56;
13;58;
13;58;
13;58;
13;58;
13;57;
14;58;
13;59;
14;60;
13;57;
13;54;
0;187501;
13;60;
13;58;
14;59;
13;58;
13;58;
13;57;
13;58;
13;57;
13;55;
13;55;
13;56;
13;56;
13;0;
12;109912;
6;28;
14;57;
13;56;
13;57;
13;57;
13;57;
14;57;
13;59;
14;56;
13;56;
13;58;
13;57;
13;0;
13;440;
0;375003;
13;57;
13;57;
13;59;
13;60;
13;57;
13;58;
13;59;
13;58;
13;61;
13;57;
13;57;
13;56;
13;0;
0;171875;
14;58;
14;58;
13;59;
13;57;
13;59;
13;59;
13;57;
13;58;
13;59;
13;56;
13;58;
13;58;
13;59;
13;1755;
1;200007;
13;59;
13;59;
13;56;
13;59;
13;56;
13;60;
13;59;
13;57;
13;56;
13;57;
13;57;
13;56;
13;0;
0;221093;
13;56;
13;57;
13;54;
14;55;
13;55;
13;55;
13;57;
13;56;
13;54;
13;57;
13;59;
14;54;
13;0;
12;3495;
0;250003;
13;58;
13;58;
13;57;
13;59;
13;56;
13;57;
13;58;
13;59;
13;58;
13;58;
13;58;
13;57;
13;3;
13;13946;
13;57;
13;58;
13;57;
13;59;
13;57;
13;59;
13;57;
14;57;
13;58;
13;59;
13;55;
14;60;
13;0;
13;435;
1;100007;
13;60;
13;59;
13;57;
13;59;
14;58;
13;58;
13;57;
13;61;
13;59;
13;58;
14;58;
14;57;
13;0;
0;250000;
13;55;
13;59;
14;55;
13;57;
13;55;
13;55;
13;56;
14;56;
14;55;
13;57;
13;55;
13;57;
13;0;
13;882;
3;200014;
13;55;
14;57;
13;58;
13;56;
13;57;
13;59;
13;58;
13;59;
13;59;
13;57;
13;58;
13;57;
14;0;
0;193750;
13;57;
13;58;
13;59;
13;61;
13;59;
13;59;
14;59;
13;59;
13;60;
13;58;
13;58;
13;60;
13;48;
13;111;
13;56;
13;56;
13;58;
13;59;
13;58;
13;59;
13;58;
14;59;
13;58;
13;59;
14;58;
13;59;
13;57;
13;0;
0;206250;
13;56;
13;58;
13;57;
13;57;
13;56;
13;56;
13;57;
13;56;
13;55;
14;53;
13;54;
13;57;
13;48;
13;111;
13;54;
13;55;
13;57;
13;56;
13;55;
13;57;
13;56;
13;58;
14;57;
13;56;
13;59;
13;59;
14;57;
13;6;
0;153906;
13;56;
13;57;
13;58;
13;58;
13;59;
13;56;
13;59;
13;57;
13;59;
13;60;
13;55;
13;56;
13;0;
13;886;
0;375000;
13;56;
13;57;
14;60;
13;58;
13;57;
13;57;
13;58;
13;59;
13;58;
13;59;
13;60;
13;60;
13;56;
12;113574;
13;58;
13;56;
13;58;
13;57;
13;58;
13;56;
13;58;
13;59;
13;57;
13;57;
14;58;
13;57;
13;0;
13;877;
0;68750;
13;55;
14;56;
14;56;
13;54;
13;56;
13;56;
13;56;
13;59;
13;59;
13;57;
14;57;
13;54;
13;55;
12;111816;
13;57;
13;60;
14;58;
13;59;
13;58;
13;57;
13;60;
13;57;
13;60;
13;58;
13;60;
13;58;
13;48;
13;1747;
3;300014;
13;58;
13;57;
13;57;
13;59;
13;59;
13;59;
13;57;
13;58;
14;60;
13;58;
13;56;
13;54;
13;54;
12;57055;
13;59;
13;58;
13;60;
13;59;
13;58;
13;58;
13;57;
13;59;
13;58;
13;56;
13;57;
14;56;
13;0;
12;57202;
13;56;
13;56;
13;57;
13;54;
13;56;
14;54;
13;54;
13;55;
14;56;
13;57;
13;58;
13;56;
13;55;
13;1;
0;58398;
13;58;
13;57;
13;59;
13;57;
13;59;
14;57;
13;59;
13;58;
13;58;
13;58;
13;58;
13;59;
13;0;
13;421;
1;250007;
13;58;
14;58;
13;57;
13;58;
13;59;
13;60;
13;58;
13;59;
14;57;
14;58;
13;59;
13;57;
13;55;
0;231835;
13;59;
13;58;
13;58;
13;59;
13;57;
13;60;
13;59;
13;59;
13;58;
13;58;
13;58;
13;57;
13;48;
13;6982;
13;58;
13;55;
13;57;
13;56;
13;56;
13;56;
13;56;
13;56;
13;55;
13;56;
13;55;
14;56;
13;54;
13;109;
0;150001;
13;57;
13;56;
13;56;
13;56;
14;59;
13;57;
13;56;
13;57;
13;59;
13;57;
13;56;
13;56;
13;0;
13;222;
0;387501;
13;58;
14;58;
13;58;
13;59;
13;58;
13;60;
14;59;
13;57;
13;58;
13;59;
13;57;
14;60;
13;6;
0;49609;
14;57;
14;57;
13;56;
13;57;
14;59;
13;58;
13;56;
13;58;
13;58;
13;58;
13;57;
13;58;
13;48;
13;438;
14;60;
13;57;
13;56;
13;58;
13;57;
13;58;
13;57;
14;55;
13;57;
13;58;
13;54;
13;55;
13;56;
13;1;
0;210156;
13;55;
13;54;
13;57;
13;55;
13;58;
14;57;
13;58;
14;57;
13;56;
13;58;
13;57;
13;58;
13;0;
13;1746;
13;57;
13;59;
14;57;
13;57;
13;57;
13;59;
14;59;
13;58;
13;59;
13;59;
13;58;
13;57;
13;57;
13;54;
0;350001;
13;58;
13;59;
13;58;
13;59;
13;58;
13;57;
13;60;
13;57;
13;58;
13;59;
13;58;
13;59;
13;1;
12;6973;
13;58;
13;57;
14;57;
13;60;
14;57;
13;58;
13;60;
13;57;
13;58;
13;55;
13;59;
13;56;
13;0;
14;442;
0;53320;
13;57;
14;56;
13;54;
13;55;
13;56;
13;55;
13;55;
13;55;
13;56;
13;58;
13;58;
13;56;
13;0;
12;28686;
13;58;
13;59;
13;59;
13;58;
13;58;
13;57;
13;56;
13;58;
14;58;
13;58;
13;59;
13;57;
13;48;
13;27;
0;275003;
13;58;
13;57;
13;56;
13;60;
13;58;
13;59;
14;60;
14;60;
14;59;
13;58;
13;58;
13;59;
13;0;
13;3549;
13;59;
13;58;
13;58;
13;58;
13;60;
13;59;
13;60;
13;60;
13;57;
13;57;
13;56;
13;57;
14;56;
13;13;
0;160937;
14;57;
14;57;
13;58;
13;56;
14;53;
14;57;
13;54;
13;54;
13;57;
13;57;
13;57;
13;57;
14;0;
12;13940;
13;56;
13;56;
13;58;
13;58;
13;58;
13;56;
13;58;
13;58;
13;57;
13;56;
13;58;
13;59;
13;48;
13;110;
1;300007;
13;58;
13;59;
13;59;
14;58;
13;57;
13;58;
14;59;
14;58;
13;57;
14;59;
13;58;
13;58;
13;1;
13;1712;
13;58;
13;56;
13;57;
13;61;
13;60;
13;60;
13;58;
13;59;
13;58;
13;57;
13;59;
14;58;
13;57;
13;433;
0;287501;
13;58;
13;57;
13;59;
13;57;
13;58;
13;58;
14;55;
13;55;
13;58;
13;56;
14;57;
13;55;
13;13;
0;90625;
13;55;
13;58;
13;55;
14;57;
14;57;
13;57;
13;58;
13;57;
13;58;
13;56;
13;59;
13;56;
13;48;
13;221;
1;250007;
13;58;
13;58;
13;58;
13;57;
13;59;
13;58;
13;56;
13;57;
13;58;
13;58;
13;59;
13;59;
13;1;
0;49023;
13;57;
14;58;
13;57;
13;59;
13;58;
13;58;
13;60;
13;57;
14;60;
13;58;
14;60;
14;59;
13;48;
13;1749;
1;350007;
13;59;
13;58;
13;57;
13;59;
14;58;
13;56;
13;58;
13;58;
13;59;
13;57;
13;57;
14;57;
13;0;
0;102734;
13;57;
13;56;
